relative_path,class_name,class_index,final_split,pixel_sha256,width,height,aspect_ratio,decoded_format,original_mode,original_split,true_class,predicted_class,confidence,correct,probability_glioma,probability_meningioma,probability_notumor,probability_pituitary
data/Testing/glioma/Te-gl_1.jpg,glioma,0,train,5aaa0b2e2d60577207d4b7a65143aef4efc189ea285d4a85bf9bb818f1d25c9a,354,442,0.8009049773755657,JPEG,RGB,Testing,glioma,notumor,0.46329248,False,0.42922145,0.017701233,0.46329248,0.08978493
data/Testing/glioma/Te-gl_10.jpg,glioma,0,train,53697ab76287b758d9bd9c44d527b6b9ab7ed0f4e2f42cfca546fdcaef74c026,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.999119,True,0.999119,0.00038114202,0.00043385944,6.602727e-05
data/Testing/glioma/Te-gl_100.jpg,glioma,0,train,7daec5d0ba54991d1558cbd2ba4d66ca9e31a39596acc11ab217cd2e0ee0d3d1,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9991436,True,0.9991436,0.00011537739,0.0004434235,0.00029759444
data/Testing/glioma/Te-gl_101.jpg,glioma,0,train,2ee45d518d6917c4bf69994b3eaa9a615333288ecaf727c983bef3f186eae019,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.5689273,True,0.5689273,0.37556925,0.0018853035,0.053618196
data/Testing/glioma/Te-gl_103.jpg,glioma,0,train,5a396a697ddb44856dd734e195ac6ccd46ff0ba2af0b83769c12f6f8c451d833,541,477,1.134171907756813,JPEG,RGB,Testing,glioma,glioma,0.7805118,True,0.7805118,0.20263113,0.013298076,0.003559094
data/Testing/glioma/Te-gl_105.jpg,glioma,0,train,413d46f1104f25731f9c96b818fa0ed1c412cc233dc92d3152a84dc49cfd6301,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9967782,True,0.9967782,0.002923584,2.9329853e-05,0.0002688925
data/Testing/glioma/Te-gl_106.jpg,glioma,0,train,53ee6c5815b8830b2cf8806ac53eab7d15e64158ebec0d263ab6e390ed7dfe5b,236,236,1.0,JPEG,RGB,Testing,glioma,meningioma,0.7168604,False,0.127252,0.7168604,0.1403242,0.015563407
data/Testing/glioma/Te-gl_107.jpg,glioma,0,train,6893114d1bab74d2be106a35ee6c64d587b0ff5de0bdd46555b8106ac3279f0e,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9907075,True,0.9907075,0.008941504,0.00030171633,4.9228765e-05
data/Testing/glioma/Te-gl_108.jpg,glioma,0,train,beb3a85de4baf2555343e508b05f11437bc1a42ea0c39e4b33966233fdfed43d,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.85370135,True,0.85370135,0.02264132,0.0062085707,0.117448755
data/Testing/glioma/Te-gl_109.jpg,glioma,0,train,79eebf39097d84a47442e4b92875a636837993d624ffa35851b8fa50d0769f51,236,236,1.0,JPEG,RGB,Testing,glioma,meningioma,0.85180336,False,0.11282002,0.85180336,0.024306247,0.011070403
data/Testing/glioma/Te-gl_11.jpg,glioma,0,train,aa97448e0482fff7d0bd2ebba50bd3e5a0ff6449b44c73dca0b65593dd5831d9,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.985288,True,0.985288,0.012410364,4.089425e-05,0.0022607076
data/Testing/glioma/Te-gl_110.jpg,glioma,0,train,a71c0b3bd7954227d1c951093f347e319490576a92fe73694126597541dde362,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.6027295,True,0.6027295,0.37499785,0.014393269,0.007879417
data/Testing/glioma/Te-gl_111.jpg,glioma,0,train,4ae8285fd7272655259395d168d80636e681ef399666c5178ad7da4bc9b035d1,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.97786456,True,0.97786456,0.0017005496,0.01050678,0.009928133
data/Testing/glioma/Te-gl_112.jpg,glioma,0,train,a0b0029799e5be96e97b4c3445642a80f3e1d6c04a9453f880cc21b1eb26a17d,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.9895208,True,0.9895208,0.0034276883,5.9831844e-05,0.006991767
data/Testing/glioma/Te-gl_113.jpg,glioma,0,train,8ba027f56ba15f8e5e5957ea77146440c32bbf1627dc85bb4f2199c873cd1107,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.8295608,True,0.8295608,0.15372552,0.013587167,0.0031264406
data/Testing/glioma/Te-gl_115.jpg,glioma,0,train,3f4890e84446d63aaf5ecb19b1e726c28905fa2cbe9a6570a04dbcf297192622,338,411,0.8223844282238443,JPEG,RGB,Testing,glioma,glioma,0.8131913,True,0.8131913,0.060420148,0.12462004,0.001768544
data/Testing/glioma/Te-gl_116.jpg,glioma,0,train,c700ca19414d9f3e02ce387570eb0e58ebad160f051518f69764edfe9f7b77ab,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.9703766,True,0.9703766,0.01431154,0.00069146446,0.014620431
data/Testing/glioma/Te-gl_117.jpg,glioma,0,train,76fecbd6e5dad4cb788c027a9810bbf03db490d0306f33af82ce9666ca9546a8,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9997727,True,0.9997727,0.00022440117,7.7177566e-07,2.1483568e-06
data/Testing/glioma/Te-gl_119.jpg,glioma,0,train,87cd888fa90e26dd45ed5aa93e4622e606f8bf077912cc41383045ab263904f8,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9518209,True,0.9518209,0.046824757,0.00055624446,0.00079809985
data/Testing/glioma/Te-gl_120.jpg,glioma,0,train,610933b7a8c4d8a67ca9694490f3fd39f4ab5938e3f993258d619e9c88634ecc,384,382,1.0052356020942408,JPEG,RGB,Testing,glioma,glioma,0.9859029,True,0.9859029,0.0063980613,0.0041682282,0.0035307969
data/Testing/glioma/Te-gl_121.jpg,glioma,0,train,c42b1e3198eb20f713c75501547937b81ae25fabedcdc196042d8b68742593b4,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.79763,True,0.79763,0.10816662,0.017956328,0.076247044
data/Testing/glioma/Te-gl_122.jpg,glioma,0,train,c2f81acf1e904ef5f8639ef28818082efd62d06c1e9611b1dd7ff7a3ea6acddc,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.98951894,True,0.98951894,0.009937718,0.00017295887,0.00037043862
data/Testing/glioma/Te-gl_124.jpg,glioma,0,train,9e1f6ca81983dd597fd622633818b84b74c7b8310cde864e86acb52760f47018,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.86068636,True,0.86068636,0.13713817,0.0012289864,0.0009465297
data/Testing/glioma/Te-gl_125.jpg,glioma,0,train,dc9a9c94aa3b19640d91db3a8291d34acb37a26e8bdfb76f7e2866d83b9530e7,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9119133,True,0.9119133,0.05668503,0.00065116485,0.030750543
data/Testing/glioma/Te-gl_126.jpg,glioma,0,train,e1c0a42cfcd6c0ae4f050043540f182eb78261a6766606c0bec0159fc91e4758,360,380,0.9473684210526316,JPEG,RGB,Testing,glioma,meningioma,0.51276535,False,0.24361007,0.51276535,0.019277072,0.22434755
data/Testing/glioma/Te-gl_127.jpg,glioma,0,train,3ff2f845bde6f715c4532c3a122c203704f2d6c5ef3ae2ddc537d80c1f7ecdb1,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9995896,True,0.9995896,0.00031048473,1.0866529e-05,8.9023095e-05
data/Testing/glioma/Te-gl_128.jpg,glioma,0,train,40644eeb84ac014fc3b71e5a3fd858714fb60245afca1d71432d41d9220c5df3,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.98488206,True,0.98488206,0.008328778,0.002572658,0.0042165
data/Testing/glioma/Te-gl_129.jpg,glioma,0,train,53c0c4b07fbb50ad1873afbb75227d37a263a68a312813e4343f109f71162fd4,200,249,0.8032128514056225,JPEG,RGB,Testing,glioma,notumor,0.92420024,False,0.022157215,0.0534172,0.92420024,0.00022539243
data/Testing/glioma/Te-gl_13.jpg,glioma,0,train,afa55b7138f1f4431cfd58e60e425af98ffd372b7880c7971c37f8f36368653f,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.98320526,True,0.98320526,0.015695835,0.0007262045,0.000372644
data/Testing/glioma/Te-gl_130.jpg,glioma,0,train,01597eda70ac965b57eb32fe82cd26377ca1f5f63ec93d2f9fdf3a94f017ee4e,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.586168,True,0.586168,0.34874693,0.051948123,0.013136967
data/Testing/glioma/Te-gl_131.jpg,glioma,0,train,6ab4f365df04f1d556451a37b1ce6b84ac76d63c7ace719679d41df5f1ebf77e,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.987765,True,0.987765,0.0056275143,0.00076995324,0.005837531
data/Testing/glioma/Te-gl_132.jpg,glioma,0,train,f97c4c6a832a863e5241574304e2c0a0a95a59794345013e12ffa40e34ab9c5b,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.99771,True,0.99771,0.0004445798,0.00023054074,0.0016148803
data/Testing/glioma/Te-gl_133.jpg,glioma,0,train,1295bcdf2ecc8280f950e2cc75639df91239c2e9372c507c0c55ff660ca81ad8,526,583,0.902229845626072,JPEG,RGB,Testing,glioma,meningioma,0.39834666,False,0.25326315,0.39834666,0.31517726,0.033212908
data/Testing/glioma/Te-gl_134.jpg,glioma,0,train,85d53994f7697ab85a256b6ff1c3ec01dca0f2360c3656694d09abd69bf479cc,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.96542215,True,0.96542215,0.033645783,0.00014072565,0.00079138065
data/Testing/glioma/Te-gl_135.jpg,glioma,0,train,9cf393f039540104fb1ce4de4303a5af3f5cd1448470a57cb6a3a68fa8fdd98f,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.6164416,True,0.6164416,0.008793268,0.00030423535,0.37446088
data/Testing/glioma/Te-gl_137.jpg,glioma,0,train,7f51a8364f23ac800ead0add5c08143d6cd0110a6fc6b7655cc4828c92c89c16,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.694618,True,0.694618,0.27327994,0.0067622834,0.025339805
data/Testing/glioma/Te-gl_14.jpg,glioma,0,train,137edf645922b07727251fbb08a4d629ebac86d1afa43abb9f83fc94e576e13b,512,512,1.0,JPEG,RGB,Testing,glioma,meningioma,0.6391681,False,0.35051534,0.6391681,0.0026516349,0.007664986
data/Testing/glioma/Te-gl_140.jpg,glioma,0,train,bb2fb0461438c218399d425e3f0f7b3a805525dac8e48292548b5c04fff0d414,510,602,0.8471760797342193,JPEG,RGB,Testing,glioma,glioma,0.5320539,True,0.5320539,0.1755912,0.024343153,0.2680118
data/Testing/glioma/Te-gl_141.jpg,glioma,0,train,eccc5b86722436f4b0d0e672d50ed03355517806f2e63e51bec896d360cf2ab6,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.99985886,True,0.99985886,5.403363e-05,2.975152e-05,5.7240955e-05
data/Testing/glioma/Te-gl_144.jpg,glioma,0,train,3c984232d33e4a965dc6936fd824bc97f51d32741305f62bff224344bc6feea1,544,564,0.9645390070921984,JPEG,RGB,Testing,glioma,glioma,0.7588633,True,0.7588633,0.0039984323,0.019732615,0.21740563
data/Testing/glioma/Te-gl_145.jpg,glioma,0,train,2a72c4589e0858eba3fe22fccd99339b0fc686e9de58911a9cb69fb685a8ccca,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.99673307,True,0.99673307,0.0026782774,0.0004424117,0.00014629608
data/Testing/glioma/Te-gl_148.jpg,glioma,0,train,08a20c0a8dde9b897de86e35a8dd3332e9491330071fd61cb2ad49435409e300,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9930676,True,0.9930676,0.00680888,0.00011648764,6.970414e-06
data/Testing/glioma/Te-gl_149.jpg,glioma,0,train,e1efb86a15cd935b8c8ef0949eb7b066595fe3048ad31da3ee96b879849f798a,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.83499825,True,0.83499825,0.14448713,0.012444676,0.008069982
data/Testing/glioma/Te-gl_15.jpg,glioma,0,train,c1b866dca4de26e39e6423386c6b6ca40a564693f80bf7022e189cacd84992a0,383,407,0.941031941031941,JPEG,RGB,Testing,glioma,glioma,0.67219543,True,0.67219543,0.14253329,0.010886299,0.17438497
data/Testing/glioma/Te-gl_150.jpg,glioma,0,train,87ee658fd9a0b8b087446230a7ae8ca0dc99ed1ff826b73c9930b3166e651a22,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9930877,True,0.9930877,0.0031244748,8.396147e-06,0.0037794267
data/Testing/glioma/Te-gl_151.jpg,glioma,0,train,f5300d6da9c40bd5c5d6cbfdaaec08afd134fc42cdcfef5b443129aa8d8df8c8,319,360,0.8861111111111111,JPEG,RGB,Testing,glioma,notumor,0.8011287,False,0.051762898,0.113345,0.8011287,0.033763364
data/Testing/glioma/Te-gl_152.jpg,glioma,0,train,b40718d8964a72b5b33142723c48a294a130ab1b8c16c2831926a6e1d0f1cf6e,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.9986456,True,0.9986456,0.0010771854,0.00014747724,0.00012970253
data/Testing/glioma/Te-gl_155.jpg,glioma,0,train,41ec43b29bf9b917d99672b52c46095f0973393e35aa58ba755d1cbaaedf0ee0,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.94743824,True,0.94743824,0.048919655,0.0012557089,0.0023864168
data/Testing/glioma/Te-gl_157.jpg,glioma,0,train,218ac60b33afe1515ec197c010d3f9e6358ff47203eb70e8c7f8f681a15fc403,512,512,1.0,JPEG,L,Testing,glioma,meningioma,0.79724425,False,0.19376929,0.79724425,0.0041022296,0.0048842435
data/Testing/glioma/Te-gl_158.jpg,glioma,0,train,54cafc07d760d599a3c410e3251cef3804cc0d87e74eb62c06fbe256d1ce8413,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.7116885,True,0.7116885,0.2656361,0.014097105,0.008578313
data/Testing/glioma/Te-gl_161.jpg,glioma,0,train,3bc899ac85d3d5e0b5513eeeb19fd3c76ba97d3da4be76feb949e59490b65b06,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.8951978,True,0.8951978,0.028500624,0.0006411172,0.07566043
data/Testing/glioma/Te-gl_162.jpg,glioma,0,train,4c17e68323bb98f8e3dc314826f73749444e1210c50490e3904d3783b133e69d,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.99359834,True,0.99359834,0.0062054545,5.100662e-06,0.00019106026
data/Testing/glioma/Te-gl_163.jpg,glioma,0,train,9c99c8df0bba8968e2be63cc423a6945c8518847f8e3f2925d9d64db28ca95cf,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.9956672,True,0.9956672,0.0030949197,0.00044432332,0.0007935664
data/Testing/glioma/Te-gl_164.jpg,glioma,0,train,f97ea03620e07c9fabf826d5fed0a11e5770a2888f1b015845272c9ed1978d0d,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9992636,True,0.9992636,0.00028136064,5.816935e-05,0.00039696018
data/Testing/glioma/Te-gl_165.jpg,glioma,0,train,9376496c6fac761dfae070d1f071dc7f44d53c3afca6d6694625016e7e14242b,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.92601013,True,0.92601013,0.071303,0.0018543635,0.00083256693
data/Testing/glioma/Te-gl_168.jpg,glioma,0,train,6c4ba06e7afc4e7faf038c9f3d6ec420bc41b111e55d06c4c79ee40c0c7a12fc,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9988489,True,0.9988489,0.0004871098,0.00017750081,0.00048643342
data/Testing/glioma/Te-gl_169.jpg,glioma,0,train,7caf5a6e2821a1575f96000aa4d7cf416e8958092b89f411253b6c7ce6a06ab1,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.77767247,True,0.77767247,0.20789234,0.0012653851,0.013169869
data/Testing/glioma/Te-gl_17.jpg,glioma,0,train,74ab233a61b098d55481c71fa61f7c2fe23359d85f6f23f59be6f5df793a85be,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9472518,True,0.9472518,0.050546393,0.0020543735,0.00014739422
data/Testing/glioma/Te-gl_171.jpg,glioma,0,train,1f8a4e2eda3f917d1a1cd1bbf501a047ed0c43664e557f49b6875945d1c2aa99,310,380,0.8157894736842105,JPEG,RGB,Testing,glioma,notumor,0.65336937,False,0.058418583,0.19017485,0.65336937,0.098037235
data/Testing/glioma/Te-gl_172.jpg,glioma,0,train,6b66dbee3b00fba29ab1ddcdc416a212fb43254fd87bff9fa1364913afdd7026,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.6823482,True,0.6823482,0.30716637,0.0005973911,0.009888024
data/Testing/glioma/Te-gl_173.jpg,glioma,0,train,fe3ddaa8157d873be8f4690ab568a4cdba76eefb972a03788103165a89615735,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.99951637,True,0.99951637,0.0004379767,2.8133749e-05,1.7555973e-05
data/Testing/glioma/Te-gl_174.jpg,glioma,0,train,62f289179ce1e51d9a49b79e945df735ed5a14fc437677655cfa65f3457d2a5d,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.9783603,True,0.9783603,0.014723402,0.0066848523,0.00023142164
data/Testing/glioma/Te-gl_175.jpg,glioma,0,train,317bbdcd6cef3b6d30151ad17c88b3f7313c0228efb9c8b146a6cad9ccb4fa3e,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.80254644,True,0.80254644,0.18467034,0.009114037,0.0036691742
data/Testing/glioma/Te-gl_176.jpg,glioma,0,train,ddc6f36434beba4f7a4bd7d1193db34ea31a554749dec593c62f8639cfa2ff8c,512,512,1.0,JPEG,L,Testing,glioma,glioma,0.89717346,True,0.89717346,0.01605881,0.0014349025,0.08533285
data/Testing/glioma/Te-gl_177.jpg,glioma,0,train,351f97c9974186d111117fa00b6d7fb8f7b55a8b45bc6016126a68dd60aa6df3,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.65418005,True,0.65418005,0.030899081,0.2982231,0.01669781
data/Testing/glioma/Te-gl_179.jpg,glioma,0,train,8de201c8c7c3a11f92ab77fb817122445a3a65e517c2d3ec64b869c99f827a2c,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.99741614,True,0.99741614,0.0012275823,0.00028146707,0.0010748747
data/Testing/glioma/Te-gl_18.jpg,glioma,0,train,fdf85ebcf851de8bb8ad0e65bade82bc419c0471aa6d825c6231ac8e0ae7c3b9,512,512,1.0,JPEG,RGB,Testing,glioma,glioma,0.90644497,True,0.90644497,0.07838748,0.011415486,0.003752016
data/Testing/glioma/Te-gl_181.jpg,glioma,0,train,d865be401487296bf0aed88a494af10b110d7736f09852508fd06886390c1509,512,512,1.0,JPEG,L,Testing,glioma,meningioma,0.57674456,False,0.41338208,0.57674456,0.0027140763,0.007159312
